Cell,'Hmga2','Ascl1','Fos','Atf3','Hmga1','Eno1','Hes6','Trp53','Egr1','Zfp36l2','Sox11','Zfp57','Lyar','Ncoa1','Ets1','Zfp238','Prrx1','Lrrfip1','Klf6','Ebf1','Fosl1','Tfdp1','Id2','Zfp207','Bola2','Smarcb1','Phb','Jun','Aebp1','Phf5a','Plagl1','Nfkbia','Snai2','Tsc22d3','Tgif1','Fosb','Rorc','Maf','Tet2','Ezh2','Ddit3','Hbp1','Myc','Tcf19','Nfic','Ssrp1','Zmat5','Sox9','Zfp260','Stat6','Phb2','Scx','Bola3','Atf4','Zbtb20','Csda','Tcf12','Foxp2','Tcf4','Matr3','Fubp1','Tsc22d1','Atoh8','Mef2a','Creb3','Nono','Noc4l','Tax1bp3','Cenpt','Maf1','Sp1','Stat1','Sfpq','Zfp317','Nr1d1','Fosl2','Gatad1','Dnajc2','Foxs1','Mef2c','Kdm5b','Nfe2l1','Pcbp1','Irf9','Khsrp','Nfyb','Nfia','Creb3l1','Pcbp2','Mier1','Klf4','Rela','Mkx','Junb','Nr2f2','Dnmt3a','Runx1t1','Klf10','Zeb2','Zfhx4'
"'""d5_intermediate""'",0,7.589,8.0922,5.2734,0,3.2418,4.0484,2.1734,6.6733,5.5366,7.2483,0,0.80281,3.5976,1.8642,3.3927,6.4107,0,0.83574,6.0351,0,4.1143,10.3,6.8977,0,3.5298,0,2.482,1.312,0,7.4114,6.9236,2.7096,0.41939,5.6941,1.0022,0,0,3.0026,1.5483,4.1043,4.5523,0,0,4.5537,2.2388,2.9622,0,6.5076,0,6.7727,4.904,3.7455,5.989,0,0.69796,0.12744,0,6.3499,7.9494,2.9292,7.3124,5.6322,4.6907,5.0187,6.4704,0.3659,4.9502,0,3.697,5.0188,1.7631,0.18059,5.6429,3.7784,0,5.8002,4.2743,0,3.622,4.0091,2.8521,5.4393,5.0063,1.3307,5.9227,5.7175,5.7516,4.9595,6.1829,3.4452,4.6241,2.9899,1.5284,3.1767,5.3818,5.8295,6.3292,4.7213,5.6707
"'""d5_intermediate""'",0.84296,10.329,7.1677,0,0,0,6.1184,2.8484,8.4053,5.9787,6.7314,5.2751,2.3858,5.6449,0.55468,6.3628,6.1837,2.8956,3.7917,6.9175,0,5.237,8.5417,6.6978,4.7218,5.9604,0.40907,5.16,4.977,5.4247,5.1053,6.6494,6.3191,5.1704,0,5.6844,0,6.2748,0,2.0281,0,6.9154,0,0,4.9948,4.2184,0,4.6194,0,4.5196,4.1871,0,0,6.6465,0,0,6.4985,1.8774,6.2235,6.2124,3.8952,7.701,5.8741,5.3935,5.5552,6.9215,0,6.552,0,3.8643,0,5.5093,3.3354,4.277,0.22841,0,5.5337,3.4337,4.3413,4.1649,1.9061,2.5468,7.4891,3.6543,3.3937,0,5.7778,4.4094,5.3401,3.4484,0,0,0,5.2143,4.9177,5.14,6.0237,6.2298,0,2.4167
"'""d5_intermediate""'",0,8.2774,6.6327,0,0,1.8104,4.9694,0,7.7772,0,7.7675,0,2.1293,4.8778,0,3.2861,1.6032,0,0.96686,0.91766,0,2.5702,7.5339,5.7035,5.3096,4.1232,2.1771,2.3453,1.9019,0,0,5.1139,3.0869,0,0,5.0006,3.5816,5.3777,1.1415,2.8512,4.1204,3.659,0,0,1.8184,3.4771,3.1868,0.14416,4.8058,0,0.11532,0,3.1539,5.9593,0,5.8099,0,0,5.0679,7.1062,3.2981,6.9409,0,5.9072,5.2508,4.443,0,4.9407,0,0,5.974,4.128,5.8222,6.119,1.5955,0,5.4316,2.389,0,2.5005,4.5063,3.9222,5.048,4.3554,3.1428,0,5.201,1.3151,5.8232,4.3743,5.3566,3.7652,0,0.054605,2.8602,0.88239,3.7399,0,3.3679,3.6357
"'""d5_earlyiN""'",0,8.7566,6.8416,4.2789,0,2.5536,5.4912,0,6.0466,0,7.2115,0,3.2481,3.3286,0,6.2651,0,0,1.7049,3.4017,0,0,10.206,5.1159,5.6059,6.4248,0.42668,6.572,0,3.7884,0,6.573,6.1421,4.0198,0,3.0229,5.2092,0,3.8419,0,0,4.5058,0,0,2.7116,5.5907,4.391,0,1.047,0,0,4.9105,0,2.7157,0,2.2962,3.4614,5.9909,5.9895,8.6997,2.8932,7.8877,3.3276,7.4766,8.099,5.7234,0,1.2241,0,5.9287,0.42606,6.3071,6.4251,6.3928,1.5742,0,6.2246,0,0,2.5753,4.1662,0,6.5829,0,0.61463,5.2741,4.1225,0.47693,7.0735,0,0,4.6314,0,0,4.3868,4.0637,6.1987,0,3.3475,2.9877
"'""d5_intermediate""'",4.4234,10.031,7.8915,0,0,0,8.5072,4.8624,8.411,4.425,7.4899,0,5.5326,4.9404,0,3.3334,5.4355,3.6959,0,7.6771,0,0.17427,9.8223,5.7173,6.7232,5.2818,4.7837,4.3191,3.2185,2.5464,0,8.1766,0,5.8917,4.9071,5.3241,0,4.9866,0,0,0,7.3214,3.8002,0,4.5855,5.1052,6.0793,4.4343,3.3484,0,5.4465,0,3.2924,6.4545,0,0,5.9371,5.6402,3.9571,7.4546,3.4422,6.5305,1.2422,4.8079,6.9491,4.228,4.8838,7.0715,0,6.2589,4.2025,4.6329,2.7668,6.4351,0,3.2257,5.2217,0.88532,0,0,3.4684,4.0927,7.0495,4.6652,4.845,3.7021,4.0194,4.9995,3.2385,5.6639,5.6525,5.1945,4.7979,5.6017,6.5455,4.7618,6.2307,5.5451,5.4831,4.0901
"'""d5_intermediate""'",0,10.083,6.8274,3.6613,0,0,6.4234,3.5348,7.4115,4.8158,5.6975,0,4.2185,5.5257,4.4323,4.9703,5.0816,5.5907,4.0819,6.9555,0,2.9007,8.3402,6.9549,3.0697,3.9683,3.6176,5.1302,1.3655,2.2726,2.6893,6.6921,5.6109,0,4.7679,3.7927,0,5.1104,0.66388,0,0,5.785,2.6814,4.6826,2.3767,4.8067,1.2073,3.4767,3.9356,0.65187,4.2635,0,4.3117,7.4472,4.9624,3.6437,6.6456,5.1911,3.6908,6.8641,3.4682,7.3397,4.7262,4.8602,1.6015,4.0685,0,6.9307,3.9263,4.4664,2.2224,0,3.9437,3.9594,5.1713,2.8119,4.9791,4.5203,0,1.8682,2.8047,4.4517,5.6307,4.6043,2.3842,2.9623,5.7701,1.443,5.1695,5.1721,6.4338,0,3.162,3.3593,5.0705,5.5548,2.9638,6.6414,3.0808,3.9945
"'""d5_intermediate""'",0,10.753,5.0753,0,0,0,7.4225,6.2004,7.4331,1.32,6.9148,0,0,4.5504,0,6.7751,1.6071,5.2765,5.4348,3.9115,0,0,7.4501,8.1548,5.4425,1.7201,4.9877,3.757,4.8299,3.8723,2.9134,0.77168,0.38425,6.9079,0,5.2944,0.041444,6.4438,0,0,0,5.1145,0,0,4.0569,2.7196,0,2.078,0,2.8596,7.1459,1.3194,5.9292,4.4361,2.8046,2.6955,3.9557,0,5.3672,7.134,3.9228,8.6961,4.3062,4.5284,4.3536,7.0511,0,6.6212,0,5.9431,4.2799,4.8323,3.9077,0,0,0,6.9032,4.0644,0,0,3.7745,4.7761,3.8519,3.1442,0.91001,0,0.659,4.7166,5.8617,4.6233,4.9097,6.8498,0,2.5254,5.2864,6.294,3.2165,0,1.9072,4.1702
"'""d5_intermediate""'",0,6.1125,6.7565,0.18206,0,4.0233,5.133,1.6761,6.2618,2.9699,4.2474,0,2.5672,4.6837,0,5.323,5.5341,0,5.4645,6.1592,0,1.4202,9.498,6.9376,4.5263,3.0723,0,5.1858,0.082581,4.5991,7.1515,6.1234,0,5.9275,0,2.1876,0,2.7016,3.6884,4.8748,5.4916,3.7784,0,0,2.8509,1.0076,5.107,0,5.663,0,4.6875,0,3.0676,6.4468,0,5.2444,3.2995,0,5.7676,6.0654,3.5492,6.8024,0,3.5561,5.6646,5.4872,0,5.5209,1.3587,5.1852,3.0588,1.1865,3.9978,6.9433,0.73965,2.2849,5.7239,4.9157,0,0,5.2244,3.4328,6.6606,0,2.2712,3.4847,4.2372,5.5038,6.0371,3.8768,4.743,0,0.022605,0.2945,4.9594,1.7331,6.9592,5.7805,3.7496,3.8413
"'""d5_intermediate""'",0.44961,8.3499,8.1203,3.4995,0,4.0278,5.3479,4.1563,6.7329,4.3592,8.7965,0,3.4355,3.1379,2.4897,7.4171,4.7193,4.6332,3.0199,4.0942,0,3.4147,7.9702,7.0505,6.5933,3.8966,2.4405,3.3164,2.3033,4.9235,5.2547,0,4.7745,5.297,3.1646,4.2446,1.2258,5.3276,2.283,3.5363,0.93962,5.9314,2.1003,1.4953,3.1964,3.6213,3.7001,2.7083,6.7948,0,4.3978,0,5.4574,4.6139,0,2.4932,5.9628,2.716,6.0158,6.9271,4.7936,5.3556,3.9636,3.1016,4.3367,5.9773,0,6.8359,0,3.2864,5.8591,1.8362,7.1642,4.9967,2.3215,0,4.8855,3.8669,0,4.1678,2.0076,4.3172,4.9034,0,3.4215,0,5.8457,5.8189,6.2958,4.9198,4.212,2.9118,3.5507,0,2.3608,3.6141,2.8072,3.9705,2.1013,3.1053
"'""d5_intermediate""'",0,7.3719,7.3573,0,0,4.0903,4.8227,5.4073,8.0099,5.0226,7.8609,3.2042,1.6686,3.8101,2.6171,3.0605,3.5318,3.6213,6.1109,6.5617,0,3.8417,9.1311,0,6.0598,6.205,0,6.49,2.7572,4.155,4.7904,4.6394,6.3806,5.0905,1.8607,5.7207,0,0,0,3.6258,4.2414,7.2736,0,0,3.692,2.9486,0,5.4764,6.4106,0,5.1329,0,0,7.0887,0,3.5631,3.2944,0,4.7692,7.7143,4.8673,7.9001,4.003,6.2022,6.2213,6.6815,5.1363,6.9462,2.0426,4.8841,4.6989,4.8933,4.6376,3.8817,5.9623,0.93954,4.3729,2.5529,0,1.9643,2.2112,0.39414,0,2.3329,0.77597,1.4629,5.1873,5.7323,3.4472,4.8725,5.0655,4.1778,0.52911,1.3927,2.7149,4.8824,5.4429,5.4882,2.6656,4.7239
"'""d5_failedReprog""'",4.2493,3.4006,8.7185,1.5385,0,0,0,2.2947,8.4161,4.2915,3.5767,5.6018,3.2435,3.379,2.259,2.9559,5.7415,4.0437,5.9485,4.084,0,0,8.6556,6.2718,3.0916,2.8422,2.4932,2.7294,0.2906,5.0878,7.9046,4.8748,4.9705,0,0,4.8476,0,0,3.1078,2.1607,0,6.1581,0,0,1.389,3.6644,3.4369,2.9432,6.5046,0,4.4841,0,3.4911,6.3342,0,4.8884,1.062,5.5479,4.911,6.9167,0.94213,6.8924,3.1534,3.6386,4.9255,5.6664,0,4.4175,0,5.243,4.5537,2.4045,6.6385,5.0244,0.94585,3.6459,4.6435,0.75403,4.0414,5.0144,3.8421,4.6721,6.7195,2.9963,2.0462,4.9903,5.7104,5.6185,5.1563,4.0186,6.1968,3.9383,2.2822,2.0289,4.4796,2.2088,2.2466,1.4576,3.8848,1.9481
"'""d5_failedReprog""'",0,0,8.7381,0,0,3.8987,0,0,7.8286,0,0.016276,0,0,0,0,0,7.2163,0,6.0789,9.0344,0,0,9.7083,6.7581,3.4396,6.0179,0,3.9176,1.6408,2.0326,7.529,2.4012,1.8228,0,0,5.1954,0,0,0,0,0.40796,6.5955,0,0,0.75909,6.141,2.5873,0,3.1573,0,2.2298,0,3.9527,5.4087,0,4.5714,4.1248,5.4365,5.7381,5.4457,0,8.0799,3.4122,0,6.9603,3.8267,0,4.5315,0,0,5.141,5.8486,4.9602,4.6908,0,0,6.1899,3.2431,0,4.5032,5.0681,0.53867,2.4818,1.0982,0.28104,0,4.1526,5.0343,1.5432,4.8003,5.9654,3.1367,3.0511,2.9634,3.8982,1.0307,0.56192,0,5.3091,5.1197
"'""d5_failedReprog""'",0,3.2595,7.6515,0,0,0,4.4864,4.896,7.9696,6.0362,0,0,2.165,3.2146,5.6838,3.8131,5.5254,0.34088,2.5802,4.3654,0,2.9357,7.8178,6.5386,5.3988,4.9815,5.0345,3.1954,1.3193,0,6.2041,5.1951,5.8776,0.19941,0,4.8506,0,0,0.69044,4.4183,3.7703,7.5385,0,0,3.5268,3.1146,0,0,7.0611,0,4.8805,0,3.489,5.995,0,2.6984,1.4979,2.5525,3.8884,7.2194,3.6793,8.4849,4.5562,0,5.7512,6.521,0,5.785,6.2787,4.4447,4.4769,4.5309,6.4264,5.9345,2.9759,0,3.5911,4.8757,4.3126,0,2.3126,3.4606,4.659,3.8685,2.1745,0,6.0826,6.2103,5.4225,3.9787,3.5282,1.7063,0,0,4.5467,0,5.7428,0,3.2339,4.485
"'""d5_earlyiN""'",0,6.773,0,0,0,0,4.7289,0,2.1486,0,7.3842,6.387,0,2.49,0,5.604,5.2561,0,0,1.6951,0,3.5399,10.208,4.4057,2.6459,0,1.3448,4.5787,0,0,0,5.1336,1.0569,0,0,0,0,0,1.665,1.5152,3.4003,4.9477,0,0,0,2.8173,0,3.6257,8.6019,0,0,0,3.026,6.7487,0,4.3595,3.6493,6.7674,6.6054,6.6629,4.6302,7.8129,0,4.0147,0,6.5198,0,4.2672,0,0,4.1414,2.64,6.2825,4.4553,0.3852,0,4.5111,0.45209,0,0,3.3358,0,5.7818,0,2.2389,5.2365,0.1908,0,5.2702,0,0,0,0,0,5.7529,4.3801,7.737,4.7226,0,4.1421
"'""d5_intermediate""'",0,4.592,4.3879,3.7873,0,0.86921,0,4.86,6.4658,0,9.1209,2.5394,0,2.8607,2.1275,3.9155,3.4901,2.8806,4.0008,6.2542,0,3.3856,8.8882,5.9791,2.9091,2.9082,2.0247,4.7509,0,0.30575,6.5688,5.3224,3.4179,1.345,4.0153,2.1564,0,0,3.904,4.2286,5.7066,4.6069,3.4475,4.3672,0,2.4783,2.7124,2.8409,5.5431,2.1855,0,0,3.6226,5.9405,0,3.4689,0,0,5.2537,6.3106,4.6057,5.8787,2.6042,5.3713,5.8056,4.8613,2.6704,5.1182,0,0,2.7136,3.1276,4.1181,4.6523,3.2362,0,3.8734,2.7264,0,0,4.264,2.3129,4.8247,2.9038,0.84777,2.4298,4.1863,1.8024,3.7509,3.1762,4.6614,3.2313,0,0,2.7871,2.8599,3.4097,4.4921,4.206,5.4417
"'""d5_earlyiN""'",0,4.1768,6.4004,0,0,0,3.352,3.8153,5.3799,0,8.493,0,1.6782,4.5604,0,0.91596,5.8423,4.4528,5.9999,4.6657,0,0.53274,8.8839,5.7286,3.5421,5.4232,2.7655,4.6767,0,3.2823,0,0,0,0,0,0.98664,0,0,3.8003,0,6.811,7.7953,0,0,0,4.2856,1.0693,0.43156,6.2515,0,0,0,3.0354,7.6796,0,5.0861,4.5524,0,5.964,6.7936,5.3141,6.7803,1.5107,5.7997,6.2043,5.5639,0,0,0,4.867,5.7865,4.2671,3.065,3.4608,3.6855,0.03174,4.5197,4.1468,0,0,4.2639,0,6.1518,4.7335,1.6011,6.4596,5.6133,3.0446,6.6139,3.3352,0,5.8198,5.2578,1.9932,0,4.2605,2.9363,5.0184,4.9696,4.1227
"'""d5_earlyiN""'",0,5.3627,0,0,0,0,0,0,8.1086,0,6.1563,0,0,4.9412,0,8.3478,5.2822,5.0397,0.074777,8.6013,0,3.3745,10.85,8.9853,6.9713,0,5.9706,7.1184,0,6.0247,0,1.17,0,2.4048,0,0,0,0,2.5959,0,0,8.0695,0,0,4.2917,0,0,0,8.7095,0,4.8254,0,0,4.9039,0,0,6.36,7.7371,6.1965,9.3896,6.6554,7.2782,0,3.2383,0,7.8948,0,6.7701,0,6.776,0,6.0539,5.1683,8.9085,5.7679,0,2.4818,0,0,0,7.4926,0.6779,3.4968,0,3.7089,0,5.1661,0,6.5374,0,0.15092,0,0,0,5.8619,4.3922,6.3409,5.1046,4.6826,5.3884
"'""d5_failedReprog""'",0,4.2118,5.8104,0,0,3.017,0,1.3463,6.1339,5.978,0,6.1136,0,0,5.2092,0,5.5983,0,0,3.433,0,3.7345,9.1889,2.9652,3.5588,3.0386,4.9661,4.0779,4.3937,6.2173,6.1954,3.1162,4.6054,2.985,0.75047,3.7619,0,0,1.9437,3.0443,0,7.2077,4.7792,1.4939,3.9366,7.5888,6.4962,3.8435,8.1927,0,0.7745,0,0,3.7111,0,0,0,5.5531,4.3774,7.2779,5.4813,4.5891,1.4841,1.592,0,6.6338,0,6.0291,5.0513,2.7765,4.7221,6.321,0.93924,2.9876,0,0,6.6966,0,8.3819,0,3.9037,2.463,0.44204,3.229,0.090444,0,6.2719,5.9098,7.3933,3.5095,0,0,0,1.2864,4.7575,0,5.7428,0,4.8214,0
"'""d5_earlyiN""'",3.6906,7.5011,6.5901,0,0,1.2277,4.6763,5.5212,4.3703,0,7.1576,0,0,3.8472,0,6.0568,0,0.25027,2.7921,0,0,2.0464,8.8895,0,6.0449,3.6721,4.2252,1.862,0,4.4437,0,5.8132,0,2.4412,0,0,0,0,2.3256,0,0,0,0,0,0,0,0,0.21759,0,0,0,0,0,4.1785,0,1.2146,5.9994,0.15125,5.1426,7.7975,1.3581,7.0238,0,0,0,5.1595,3.1587,0,0,0,4.2364,0,3.4319,4.4518,0,0,3.0437,0,0,0,5.781,1.866,3.962,0,2.3161,6.257,1.1953,0,5.8654,4.0134,2.0057,4.5621,0,0,1.533,2.5716,6.6371,5.3344,0,2.4805
"'""d5_failedReprog""'",0,0,7.7215,0,0,0,0,2.847,7.9815,5.2608,0,0,0,0,0,0,4.7672,0,5.3714,5.0859,0,0,7.2095,6.1874,5.489,3.0076,2.0297,0,0.969,0,8.4985,3.8212,3.6208,5.2085,5.5677,1.7411,0,0,3.6182,0,5.0706,4.1501,3.2602,0,0,4.5855,4.4205,0,5.99,5.6507,1.3766,0,0,1.5109,0,1.2546,4.7333,0,5.5138,5.2188,0.60627,4.6894,0,3.2062,0,5.5354,0,5.6424,0,0,5.1467,1.4245,5.4704,2.1758,1.1209,3.3191,3.0752,4.3713,0,2.3057,4.0976,4.0065,5.8596,3.0338,2.4237,3.4132,5.9691,4.3597,5.1303,4.7532,6.0513,0,0,0,4.9271,0,3.5929,4.0115,2.8902,3.8799
"'""d5_intermediate""'",0,4.3381,9.6054,0,0,5.4955,0,6.1096,10.037,0,0,6.1584,0,3.6902,0,0,5.9444,0,0,1.2324,0,1.6737,10.31,1.224,4.2963,6.7713,0,5.1503,0,2.7238,0,0,3.5211,0,0,6.291,0,4.8336,0,0,0,6.3582,0,0,4.5089,5.0193,0,1.7069,3.6272,0,4.9768,0,0,6.2941,0,3.8325,4.6599,1.0527,4.6519,5.5703,4.3225,7.1155,0.57267,2.5862,7.9829,6.7189,3.7988,7.0996,2.6116,0,5.8494,0,5.0753,4.5064,0.40289,5.7118,0,4.1223,0,0,2.3294,1.2864,8.138,0.58062,1.0833,0,6.3414,8.1608,6.5144,2.706,6.2951,6.6315,0,0,3.7004,5.6573,5.0882,7.2035,6.9045,3.2949
"'""d5_failedReprog""'",3.9727,3.2796,6.595,0,0,2.2773,0,0,7.4819,5.7902,0.35375,0,0,4.5306,0,3.1747,6.4956,3.8703,2.8474,6.5971,0,1.8456,8.8618,7.8196,0,4.0271,3.3946,1.7997,1.4409,0.30939,7.2772,6.0397,5.0937,0,0,0.042703,0,0,2.5543,3.6696,0,6.8847,0,0,0,6.6167,0,3.2954,4.0964,4.7317,4.2769,0,0,2.8228,0,3.672,6.8859,0,5.1623,6.1538,3.1459,3.1941,3.9528,0,0,4.9408,0,6.5256,0,0,5.3434,2.58,3.1953,3.4067,0,0,2.6063,0,5.7883,0.15163,1.6981,0,3.2693,0,1.6199,0,6.4248,3.085,3.9622,3.524,5.1347,4.8887,0,0.87404,0,2.1286,4.6546,0,7.0873,1.1859
"'""d5_earlyiN""'",0,6.8188,0,0,0,0,0,0,0,0,10.071,5.7975,0,3.1321,0,6.5135,1.2338,0,0,0,0,0.038762,11.589,7.2627,0,6.6301,0.75687,3.9998,0,0,0,5.9633,0,1.6138,0,0,0.43698,0,0.81916,0,0,6.6338,0,0,0,4.4177,0,0,8.3248,0,0,0,0,6.2636,0,1.4032,4.2823,0,7.7942,9.1277,4.5542,7.1306,0,1.6853,6.5917,7.9117,0,4.5772,0,2.6652,0,0,4.1682,0,0,0,3.1382,0,0,0,5.1547,3.3883,3.0679,0,1.9753,4.9308,7.5431,1.9086,5.9604,3.1183,0,0,0,0,4.9797,0,7.8174,0,0.0931,2.3693
"'""d5_earlyiN""'",0,10.286,0,0,4.9035,3.1722,5.4635,4.4108,0,0,8.3633,0,3.7892,5.7665,0,6.2301,0,7.5073,6.0711,0,0,0,8.4077,5.0178,5.0652,0.6235,1.7913,0,0,6.0157,0,6.7663,8.9814,6.6223,8.0518,0,0,0,0,0,6.709,0,0,0,2.6011,5.8229,0,0,0,0,6.1957,0,0,8.682,0,0,8.8401,0,6.6901,8.3541,0,0,3.809,7.6401,0,7.2679,0,5.2024,0,1.1837,5.8304,8.0048,5.2083,0,5.2095,0,3.4264,0,5.9463,0,3.9393,4.7039,4.6739,8.1866,0,0,3.5839,0.10965,4.7723,0,0,2.7478,0,0.43427,0,3.6357,4.5508,3.3079,2.169,0
"'""d5_intermediate""'",0,6.0262,2.4911,0,0,3.2029,0,0,7.1206,0,8.331,6.4229,1.961,4.6371,0,0,7.3528,0,0,0,0,0,7.4939,8.9695,6.6561,5.9079,5.0798,5.172,0,2.7581,10.026,6.4472,1.3314,5.0814,3.9239,3.4882,0,7.0465,0,3.0287,0,7.549,0,0,3.2571,1.6041,4.2744,1.4553,7.2609,0,0,0,0,6.5404,0,0,6.3397,5.576,7.5758,8.3153,0,7.6971,0,6.3914,3.2097,8.332,0,5.6374,0,1.05,2.4642,4.3183,5.1739,6.5625,0,0.3032,4.9375,4.7489,0,6.4687,2.86,5.0179,6.1181,0,1.1613,6.1744,6.8586,6.4835,5.8541,0,2.1121,4.0169,0,0.46968,2.3963,5.7326,4.9838,0,4.952,1.9788
"'""d5_earlyMyocyte""'",0,7.0358,8.1579,0,0,0,5.9941,0,8.3023,0,8.0653,0,0,1.2045,0,4.7573,4.4002,2.9527,0,0,0,0,10.857,6.8199,6.161,4.3344,0,5.71,0,5.7763,0,6.8262,5.4624,7.1359,7.4039,3.6503,0,0,0,3.9666,0,5.495,1.3683,0,1.2953,0,2.7042,5.5424,2.7999,0,0,4.3377,4.9968,1.0744,0,4.3881,5.499,7.4161,6.6693,7.5497,2.1493,7.369,3.9801,3.7847,1.7971,0,0,6.913,0,5.6628,8.7377,3.3185,5.6601,0,6.0232,0,5.829,0,0,0,1.1934,0,2.2423,0,3.209,5.7678,5.4494,4.8337,6.6841,0,4.6705,0,0,0,5.8616,0,5.2781,0,0,3.9473
"'""d5_failedReprog""'",3.7445,2.6353,8.4942,0,0,3.2339,0,0,8.5751,5.255,6.8057,7.0735,0,4.7479,5.3945,0,5.6168,1.6075,4.9085,5.6854,0,0,8.9823,6.8527,3.7821,2.8624,4.8383,4.5998,3.19,5.8988,0,2.9137,1.3581,0,0,6.6738,0,0,0,0.93411,0,1.3533,0,0,3.0687,3.4112,0,0,3.5825,0,2.3093,0,3.7098,6.8777,0,0,4.1862,0,5.3214,5.6416,5.03,6.6295,0,2.9736,6.2799,4.38,5.325,8.0646,0,4.5739,3.2811,6.6642,3.9214,5.9786,0,0,0.98954,0,0,1.6809,3.0824,1.9002,6.7751,4.8469,0.62378,0,5.8758,5.0744,7.2804,6.1697,5.2392,0,0,0,0,1.1674,5.8853,0,5.6861,2.2953
"'""d5_intermediate""'",1.6633,5.1923,8.5761,0,0,0,6.3926,2.9746,7.599,0,0,4.6266,0,3.8029,0,4.8893,4.6048,4.0142,0,4.6726,0,0,10.287,3.8049,5.8461,0,0,2.963,0,0.28195,0,5.9299,0,0,0,5.1701,0,6.316,4.4229,1.601,0,5.1438,0,0,0,0,0,3.6568,0,0,5.2623,4.5481,0.67412,0,0,5.2294,3.8908,3.6646,5.4902,6.0359,2.9907,4.2916,5.0463,4.0633,0,5.9906,0,7.2239,5.5754,5.0904,5.9303,4.4846,5.5815,0,0,0,3.9962,5.588,0,0,3.2597,3.6249,0,7.0256,3.8277,7.0712,6.8965,0,5.1779,6.2021,6.087,4.5021,0,0.10802,4.4847,0,6.7754,5.4882,0,0
"'""Myocyte""'",0,8.9139,7.5711,0,0,2.0926,6.3837,0,5.3427,0,1.0835,0,2.1082,4.3844,0,4.3184,2.189,0.46722,0,0,0,0,6.3309,4.5979,7.5066,0.88875,2.6152,2.0283,0,5.1034,0,0.20415,3.8701,6.6931,0,0,0,7.0434,1.0461,0,0,4.6173,0,0,5.6103,0,5.7398,4.831,5.1461,0,0,3.7627,5.5561,6.0055,0,4.6293,3.3237,1.616,4.6949,6.6256,0,6.2414,7.5118,5.5951,0,5.9289,0,7.7448,0,7.8159,0,0,3.4757,0,0,0,7.4542,0.52766,0,5.731,0.5623,4.8957,2.113,0,2.6497,5.6886,5.3676,0,4.4891,6.2578,0,6.501,0,2.8287,3.1626,0.5058,5.4358,1.6624,3.467,0
"'""MEF""'",7.2898,0,0,0.19527,6.1395,7.7871,0,8.0446,6.4762,4.9447,0,5.2695,6.8244,0,0,0.58733,5.5663,6.1015,6.1869,0,6.2332,4.3734,5.6459,6.288,8.3807,7.0663,5.2022,1.6767,4.4724,6.5651,4.3285,3.8268,4.6487,0,5.9153,1.9339,0,0,1.7165,0.96549,7.2354,0.57713,1.6302,5.7643,2.8697,6.3306,6.406,0,5.128,6.3801,6.7365,0,5.9425,6.3887,2.7591,6.0125,0,0,4.29,6.4618,5.262,6.6088,0,3.6714,0,6.3258,5.309,7.9751,0,4.5067,3.4217,0,5.3717,5.794,1.4877,4.3016,7.2648,5.9717,0,0,0,0.30881,7.0258,0,2.7733,4.5856,2.3628,4.0642,5.3394,4.1205,0,5.4671,0,0,2.1083,2.85,4.5944,4.1288,4.5865,0
"'""Fibroblast""'",0,0,7.3879,0,2.7514,1.0743,0,2.6324,7.6859,0.90421,0,0,3.7706,0,0,0,3.7383,4.8953,0,0,0,0,4.434,5.97,6.8632,0,1.5683,3.8373,5.8967,3.8268,3.5825,0,0,1.2511,0,2.8818,0,1.9935,3.2935,0,5.7786,2.9433,0,0,2.5145,6.1257,4.2964,5.4179,6.5408,0,0,0,3.4713,7.2708,0,2.5344,5.0796,0,3.4222,6.5999,1.9151,0,0,0,6.8518,5.0257,0,4.5467,0,2.9928,3.6229,3.9244,3.4012,4.9988,2.9261,5.7323,5.2922,2.4838,0,0,4.4219,3.4571,0,0,0.61014,2.8865,4.6126,3.4518,2.6816,5.8638,4.5282,0,6.9502,0.3619,4.5972,1.0329,0,0,0,2.1363
"'""Myocyte""'",0,7.2076,2.4506,1.4275,0,1.6765,2.4849,0,7.1628,0,0,0,0,4.7432,0,0,0,2.6384,5.7876,0,0,0,4.374,6.4035,7.7178,0,0,5.2849,0,0,0,0,0,7.2303,0,0,0,0,3.3798,0,0,0,0,0,4.7048,4.9684,0,0,0,0,7.7181,0,7.2612,6.3375,0,6.6424,4.1183,0,0.20398,3.2805,0,0,5.7042,6.9018,0,4.7968,0,5.3849,0,7.3372,0,0,5.0221,1.4396,0,1.5663,8.4497,0,0,0,0,4.4448,4.6696,0,1.0709,0,0,0,5.3981,0,0,0,0,4.8639,3.2424,5.179,6.2666,4.1875,0.22085,0
"'""Myocyte""'",0,7.3717,0,7.5286,0,0,2.4573,0.28844,0,0,3.7884,0,0,3.0762,0,5.6366,0,5.7124,0,0,0,0,9.362,0,7.3168,2.817,0,0.17156,0,6.6805,0,4.6266,0,0.43885,0,0,4.0607,0,5.6087,4.3066,6.0506,4.7407,0,0,3.7976,0,0,2.2849,0,0,6.5361,0.033818,0,6.5942,1.8925,4.8591,6.4351,0,6.0541,1.7066,1.9346,0,2.7886,0,7.4836,4.3682,0,5.8854,0,2.7207,6.1581,0.64064,3.8552,3.4173,0,1.6902,6.4912,5.9651,0,0,0,4.9133,5.9251,0,4.2465,4.7853,0.66944,0,4.5841,0.21464,0,0,7.3895,0,1.0439,5.9107,5.9413,5.2092,0,3.4403
