cell,'GATA6','NANOG','T','EOMES','ID2','PRDM1','ID1','ZNF516','SHOX2','TBX3','GATA4','OTX2','HAND1','NFIB','SOX2','MSX1','KLF8','GRHL2','ZNF521','BHLHE40','TFAP2A','GATA3','ZEB2','BNC2','KAT7','NFE2L3','ZEB1','FOXF1','PITX2','HOXB3','ID4','ZNF165','TCF7L2','POU5F1','SP5','ZIC3','TRPS1','ID3','AEBP2','CDX1','TCF7L1','MIER1','KLF6','MYCN','SMAD2','PLAGL1','ZSCAN10','ZNF652','HOXB6','MSX2','SOX5','ZFP36L2','LEF1','BCL11A','HBP1','IRX3','MEIS2','ZFX','TERF1','TOX','FOXH1','HESX1','SOX11','KLF10','ZIC5','BBX','RNF138','SATB1','BAZ2B','ELK3','ZBTB2','ETV5','SP6','ZFP42','TULP4','ZNF471','ARID4B','SNAI2','ZNF483','MAF','ETV6','ZKSCAN1','ETV1','TMF1','HIF3A','SALL2','SHOX','SALL1','SMAD7','ZNF587','SOX17','ZFP62','SRF','JUND','TUB','ZFP14','ARID3A','CEBPZ','E2F4','TCF7'
36,5.1984,1.8916,4.9972,6.124,3.6109,4.592,0,4.2905,1.7918,4.7346,3.7842,5.5472,4.0943,5.6205,0,3.4965,3.2718,0,2.9972,4.3694,0,2.4849,3.2581,0.98954,2.3979,0,3.3322,3.3322,4.2194,4.0943,0,0,2.8332,3.7723,1.0986,4.1744,5.0173,4.5435,5.4041,0,0,5.1417,4.1431,2.4849,6.2304,2.9957,0,4.6607,2.3979,1.3863,1.6094,4.9783,2.7081,5.2575,2.3026,0.69315,1.0986,5.1001,5.1462,0,2.1972,0.69315,5.7516,4.5113,0.69315,5.2575,4.9127,1.0986,5.3033,2.9444,2.4849,5.4116,0,4.9429,4.259,5.8423,5.2676,0,3.9493,0.69315,4.4685,4.2261,0,5.278,3.1463,2.3979,4.0093,4.5218,1.0986,5.4352,3.6376,0,2.5649,2.1972,4.5081,3.8384,1.9459,3.4012,3.5264,3.6249
36,4.852,1.2179,1.6094,5.8581,6.0307,2.1972,1.6094,3.8712,3.4657,4.2627,5.4078,4.5109,5.2933,5.7038,0,3.9512,3.9273,0,5.0554,4.4308,0.69315,4.3944,3.6636,0,4.8442,0,4.6913,4.7322,5.1648,3.6109,0,0,5.0562,2.5787,0,5.9022,3.6109,5.4161,6.0835,0,2.8904,3.5264,5.2364,1.0986,5.4599,4.2627,0.69315,4.652,4.4308,4.5433,2.4849,4.7362,3.3322,5.5094,3.2958,2.9957,3.1781,4.0523,5.6894,0,3.5264,0,6.5879,3.9318,1.0986,5.7038,5.6991,3.5264,4.0775,2.7726,1.6094,0,2.9444,5.2381,5.0228,5.1827,3.7612,0,3.2921,3.1781,3.7377,1.6525,4.4188,4.6323,2.8622,0.69315,3.6352,3.6109,0,4.1779,0,4.1589,2.0794,3.6605,5.6258,3.2011,2.4849,5.6836,2.8332,2.0732
36,4.9416,2.1005,0,6.1821,5.7813,1.7918,1.0986,4.9628,2.3979,5.037,4.2767,5.3327,5.124,4.7834,0,3.3322,4.5437,0,4.8598,2.4849,0,4.2047,4.804,0,3.6109,2.3026,5.5053,3.4962,4.2485,2.8332,0,0,5.3982,4.058,2.1972,5.0499,1.0986,4.4773,5.4698,0,1.7918,4.9488,4.7449,1.7918,5.9061,4.7005,2.3026,5.4259,3.7136,3.7377,3.091,4.6444,3.912,5.2204,3.4944,2.6575,3.6109,5.5674,5.7971,0,2.5649,0,5.968,2.1972,2.9444,6.0088,4.858,3.5835,4.7622,2.3979,1.7918,4.4543,0,5.1594,5.0251,5.1619,4.7005,4.9127,3.5616,3.5835,4.5026,2.9967,3.0445,4.9287,2.397,3.5835,3.9412,4.7362,3.434,4.6478,0,3.4012,3.6109,2.6391,5.3944,3.6082,2.5665,5.4027,3.7377,2.5225
36,5.5458,1.8066,0.69315,3.0436,5.1417,2.3026,1.0986,3.3673,0.69315,5.0689,1.7918,2.8904,2.6391,6.1527,0,3.2581,4.6478,0,3.5264,3.2445,0,1.9459,1.6094,1.0852,2.4849,1.0986,4.7791,1.3863,2.6476,5.6285,0,1.6014,6.022,2.634,1.0986,3.2958,0,4.5326,2.6838,0,0,2.4849,3.4657,2.3979,6.8779,0,0.69315,6.064,0,2.4849,0,4.0775,1.3863,3.0445,0.69315,1.9459,1.6094,6.6089,5.5673,0,3.2581,0,6.1905,1.6094,0.69315,4.8522,2.3979,1.6094,0,0,1.7918,1.3863,0,3.4883,3.7412,5.7901,6.3515,1.9459,4.3967,0,0.69315,2.921,5.6347,1.639,3.1153,1.3863,4.3398,3.434,0,6.3718,1.3863,0.70804,0.69315,2.832,4.6819,5.1853,1.6094,2.6391,3.4657,5.2043
36,6.7039,1.9516,4.0604,5.4931,5.7038,5.4027,3.5264,5.0876,3.1355,6.6228,5.425,6.2305,5.8522,3.8067,0,3.8286,1.2669,0,4.4543,3.3673,0,4.7958,3.7136,0,5.5797,4.2341,0,4.0064,5.8436,4.0775,3.8712,3.1355,4.8752,2.8154,3.6889,6.8244,2.3026,6.5598,5.8394,0,0.69315,6.0175,4.1109,1.3863,6.456,3.7136,1.0986,4.4585,4.2047,4.3944,0,5.7091,0,5.7591,4.7975,2.8904,3.8501,5.243,6.887,0,3.2189,0,6.8396,5.1417,2.7081,5.2679,5.9026,5.2027,3.3673,1.7918,5.2106,5.0505,0.69315,5.4095,5.6241,5.3051,5.3752,5.8021,2.974,2.3026,4.5693,3.5395,4.1109,4.9982,2.2181,4.391,2.9344,5.4552,1.9459,5.1402,5.231,3.6889,3.1355,3.3322,6.2685,3.0792,3.2189,5.4601,4.7362,2.71
36,2.8332,1.8358,0,2.7081,2.6391,0,0,1.0986,0,3.4012,2.8904,3.1355,3.7377,1.6094,0,0,0,0,0.69315,0.69315,0,1.9459,2.3026,0,3.1781,3.2581,0.97833,2.0794,2.4907,1.3863,0.69315,0,2.8332,1.6864,0,2.6391,3.091,3.3322,3.8501,0,0,4.4773,2.3979,3.091,3.833,0,0,3.9532,1.3863,0,0,2.1972,0,3.3673,0,0.69315,1.0986,2.7087,4.0882,0,0.69315,0,4.7965,2.1972,0,2.5649,3.8286,1.6094,0.69315,1.0986,4.0073,0,0,1.721,1.1053,4.2485,3.091,2.9957,1.8116,2.7081,2.3026,0,0,3.1372,2.0149,0.69315,2.1247,2.3979,1.9459,3.781,0,2.7726,0.69315,0,2.7081,1.4422,0,4.7707,2.0794,0.69315
36,5.814,1.2149,0.69315,3.7136,7.494,5.762,0,6.1957,0,6.5382,0.69315,2.1972,6.8123,0,0,5.9374,1.8825,0,1.9459,1.0986,0,5.4378,6.4298,0,4.0254,0,5.756,6.0638,5.5255,5.6513,3.912,1.3863,6.3852,3.2249,1.3863,6.5807,0.69315,7.2374,6.66,3.6109,0,6.8183,5.6727,2.9957,6.9666,0.69315,1.0986,5.4202,5.3131,5.4294,0,5.2257,4.6052,5.8805,0,1.7918,2.9444,6.8182,5.3173,0,3.2189,3.6109,7.2169,5.486,0,6.5891,6.8501,2.0794,2.0794,2.9957,2.9957,4.2341,3.6109,5.8188,4.5932,5.7862,5.7244,6.7604,4.6938,0.69315,4.0254,3.5139,0,5.657,4.9027,1.0986,3.4778,5.6967,2.1972,3.3084,1.0986,0,3.4012,3.4965,6.8406,5.6595,4.0943,7.6802,4.8283,1.4351
36,6.5412,3.6473,4.0254,6.2517,6.1762,1.0986,0,2.7732,2.4849,6.3769,3.5835,6.3902,5.1589,5.3247,0,4.0604,1.6487,0,4.7852,3.8918,0,3.6376,4.9127,0,5.2257,1.0986,5.8436,5.5252,4.4707,0.69315,5.6347,4.7449,5.5447,3.6187,2.4849,6.9835,4.804,6.4329,6.9941,3.5172,0,6.7578,3.8067,3.7377,6.4246,0,0,5.4169,3.9703,2.0794,0.69315,2.0794,0,5.2311,2.3979,1.6094,0,6.1456,4.8719,0,5.1299,0,6.0787,5.4161,0,6.0303,4.5504,5.3376,3.6889,2.0794,4.511,4.9416,1.6094,5.0398,5.5136,5.927,6.2025,6.636,3.1785,4.9698,1.9488,4.7536,2.1972,6.9649,1.9373,3.9318,3.2027,6.5657,2.1972,5.7558,1.6094,0.69315,2.1972,3.9512,3.7612,2.1187,1.9544,7.5127,3.5835,2.1282
36,4.4427,1.1442,0,4.1744,3.0445,3.1781,0,1.7918,1.0986,3.2813,1.9459,3.7612,2.0794,3.8067,0,1.6094,2.1258,0,4.3694,2.4849,0,2.0794,0,0,1.3863,1.9402,2.3026,2.0794,2.0794,0,0,0,0.69315,1.8672,0.69315,4.9273,2.7081,3.1781,4.2628,0,1.0986,4.2485,2.5649,0,5.8727,0.69315,1.0986,5.1089,1.6094,0.69315,1.0986,3.1781,0,4.4188,3.4657,2.4849,1.7918,4.3829,5.5651,0,0.69315,0,4.8672,2.3026,0,2.5649,3.5553,2.9957,2.1972,1.9459,3.2958,0.69315,0,3.4995,2.7844,3.989,4.3567,0,1.8931,1.6094,2.3086,1.1442,3.1355,2.0399,1.2698,2.3979,1.831,2.1972,2.6391,4.3854,3.6376,1.7918,1.0986,0,3.1355,1.3888,0,3.7612,1.6094,0.69315
36,6.0835,0,1.7918,5.6937,6.0036,3.8067,2.7081,2.0794,3.1781,5.3176,3.8712,6.2086,5.5136,4.5109,0,3.989,3.8173,0,3.1355,3.4032,0,4.7085,3.0445,0,4.8598,0,5.0752,4.9637,5.414,2.3979,0,3.2581,6.0958,2.9781,2.5649,5.8297,4.2195,5.0752,7.1881,0,0,6.5103,3.6109,3.7305,6.8805,3.6889,2.3979,5.8678,4.2047,4.4659,4.1589,5.205,4.625,3.4012,4.6052,3.6109,3.8863,7.041,6.9492,0,2.4849,0,6.4885,2.5408,0,6.3801,5.7619,5.6305,5.5682,3.9703,4.2172,2.1972,3.2958,5.7271,5.6134,4.8297,6.4798,0,2.9307,1.3863,4.9495,3.3343,3.6891,5.7968,1.2499,0,2.946,5.826,4.2627,5.1406,0,0.69315,2.7726,4.0254,5.9975,4.3713,3.3673,5.4116,3.6636,1.1346
36,4.6346,1.3686,0.69315,6.0126,5.1849,4.3694,4.0774,3.3673,3.5553,5.1487,4.6632,5.5587,5.6021,4.0073,0.66783,3.2581,3.5041,0,4.8898,4.8044,0,4.4067,4.9558,2.0794,2.4916,0.69315,4.1271,4.7449,5.0936,3.8067,3.8712,2.3979,3.912,3.5372,1.6114,5.553,3.2958,4.2905,5.2661,0,2.9902,5.1358,3.8286,0,6.4559,0,0.69315,4.5856,4.8828,3.7136,1.0986,4.4773,3.2581,3.7842,4.3469,2.3026,3.7842,5.5449,5.5824,0,2.7726,0,6.4481,5.273,3.6906,4.6444,1.0986,3.4965,1.6094,3.5553,4.1271,1.9459,0.69315,4.4702,4.5273,4.8769,5.3847,3.7136,3.1847,3.091,4.067,3.7645,0,4.2328,2.5619,4.0604,3.5267,4.8675,3.0445,5.3213,4.2907,4.2767,2.7726,3.0445,4.1179,4.0797,0,5.8695,3.7842,2.8338
36,5.1917,1.6864,3.1781,5.6454,6.0682,0,1.9459,4.4187,4.2047,5.3655,4.6052,6.2186,4.7187,4.7449,0,3.2958,2.4423,0,5.2416,4.2627,0,3.1311,5.0626,0,3.9512,3.1355,4.1622,4.4188,4.6821,3.3673,0,3.9512,5.0942,4.0024,1.9459,5.6595,1.9516,4.9972,5.243,0,0,5.4293,4.497,2.7726,6.5234,4.3943,3.0445,4.9014,2.9444,2.8904,0,5.553,3.1355,4.1744,4.436,2.1972,3.434,5.3898,6.203,0,2.3026,0,6.2792,0,2.6391,4.0775,5.3891,5.425,3.5264,3.7136,3.2189,4.8598,0,5.2566,4.7847,5.2515,3.9512,1.7918,3.4009,4.3567,3.998,4.6497,3.091,3.6931,3.3864,3.3673,3.3131,4.5747,2.8904,4.3808,0,3.8918,2.7081,3.1781,4.9273,3.4923,2.3026,5.553,4.8204,1.9906
36,5.5838,1.8641,0.69315,6.1223,6.5944,0,0.69315,4.6634,3.7612,5.119,4.5643,5.7333,5.0102,4.2485,0,1.7918,3.9791,0,5.4926,3.8067,0,4.6913,4.1109,0,5.0752,1.0986,0,5.0434,4.3944,4.8363,0,0,4.9558,3.9142,3.1355,6.1675,3.5287,6.0017,6.4225,0,1.0986,5.3132,3.619,3.3676,6.9573,3.5553,0,5.8052,4.1431,3.3322,0.69315,5.193,1.6094,4.6925,1.1817,3.5264,0.68813,5.3366,6.2375,0,1.3863,0,7.092,4.2905,0.69315,5.0938,5.2627,4.1431,5.6871,3.2585,4.2767,4.7185,0,5.5791,4.0028,5.6359,5.2311,0.69315,3.7167,4.6822,4.751,3.5278,1.7918,5.6959,4.4643,2.1972,3.6715,4.1742,4.8598,5.5533,1.6094,1.3863,1.3863,2.7726,5.0788,3.8836,1.7918,5.9111,4.2767,2.338
72,0.69315,1.8656,0,5.4848,5.5452,4.4308,0,2.8865,1.0986,2.3979,1.3863,4.0775,4.3175,1.0986,0,4.7449,2.4647,2.5649,1.6094,0,0,0,3.3322,0,0,0,1.6094,0,4.3631,0,0,1.3863,6.4401,3.1991,0.69315,4.2924,4.382,1.9459,5.179,0,2.7081,5.7869,5.333,0,7.7199,1.0986,0,4.6491,0,5.0251,0,1.3863,0,7.0275,0,0,4.9428,1.579,3.151,0,1.7918,0,5.6298,0,0,4.6418,0,5.2626,3.9318,3.5261,0,0,0,5.4589,3.3656,6.5023,6.2778,4.654,4.3804,0,1.0986,5.4154,1.6094,6.2837,3.2225,0,4.3288,3.989,3.5264,5.1724,0,0,0,3.4012,0,3.7467,2.4849,4.0943,0,0.6471
72,6.1046,1.6993,1.3863,5.9789,5.3376,2.9957,0,4.7707,4.2627,5.1648,4.7365,5.7137,2.6967,5.6448,0,3.989,3.8582,0,6.1882,5.0689,0,2.4857,4.5951,0,4.7362,0,5.9108,0,1.6094,1.6094,0,0,6.0113,3.2573,0,6.7066,0.69315,5.6733,5.1851,0,4.4886,5.948,4.0073,0,7.4133,3.091,0,5.7461,2.3979,2.7081,4.5951,2.5649,0.69315,0,2.8332,2.0794,0.69315,5.4382,6.2151,0,0,0,6.0678,5.1577,3.4965,6.4036,4.4208,5.21,5.1475,2.5649,0,4.3694,0.69315,2.5281,4.437,5.6346,4.3307,0,3.288,0,0,5.2457,4.8041,4.9925,4.7145,3.7612,3.2847,4.5218,1.3863,5.4583,2.6391,4.625,2.8332,3.091,0,4.1934,2.4849,4.5929,2.9957,0
72,5.5334,1.4951,0,6.0063,0.69315,5.5499,0,3.7136,4.8363,0,5.4467,6.4021,0,2.0794,0,3.2189,6.0284,0,5.5134,4.5221,0,4.1109,3.7612,0,0,0,4.8992,0,3.8286,4.4545,0,0,1.9459,3.2477,0,6.4034,0.69315,5.0626,6.0741,0,3.8067,5.5094,4.6634,0,7.5356,5.1874,0,5.4576,1.3863,1.7918,0,0,1.6094,5.9268,5.5895,2.3979,3.1781,5.4849,6.0915,0,3.4965,0,5.6665,3.434,3.7612,5.2933,2.6391,3.5264,4.7622,1.9459,4.0431,4.5539,0,3.4889,5.4463,5.2744,5.366,3.5838,3.7993,4.769,0,2.1725,3.0445,4.5819,3.6123,2.9444,3.8727,4.4308,2.3979,3.9718,3.6889,0,2.6391,3.0445,5.4332,3.3127,2.0794,4.5218,3.091,2.4319
72,3.9512,0,0,4.625,3.3322,5.0154,0,2.3026,4.654,0,1.0986,1.3863,0,3.1355,0,4.3916,0.71295,0,2.9471,1.0986,0,3.6889,0.69315,0,3.6618,0,4.8675,0,3.0445,4.2767,0,0,5.4038,3.476,0,3.7377,4.5645,5.7203,6.6602,0,3.8067,6.9324,4.4773,0,5.8222,4.3567,0,4.0608,4.7185,2.6391,0.69315,2.9444,1.7918,0.69315,5.1025,0,3.2581,6.9624,5.7107,0,3.9318,2.3026,5.472,0,2.8904,5.0876,1.6094,1.9459,4.6913,4.8363,0,1.7918,1.7918,0.63658,5.9589,3.7255,4.9628,0,2.9987,0,0,2.0541,2.5649,6.0595,2.6333,4.5109,2.9887,2.7726,1.0986,2.4033,0,0.69315,0,4.2341,2.0794,3.0892,2.0794,2.8332,0,0
72,6.0136,1.4303,0,6.7708,0,5.3982,2.1972,4.625,4.2195,4.8122,3.2581,6.6092,2.4849,3.8995,0,4.3164,5.3882,0,6.2106,5.637,0,3.0445,0.69813,0,0.69315,3.434,4.585,0,2.8332,4.2195,0,0,3.1781,2.8987,1.3863,5.3787,3.6109,3.434,6.1831,0,4.2047,6.7912,4.5433,0,7.2808,2.1972,0,6.1234,2.7081,2.6391,2.3026,2.6391,0,2.8904,5.1639,2.4849,0.69315,6.4942,6.6115,0,3.989,0,6.5008,1.6094,0.69315,5.5985,5.118,6.6921,4.2767,1.0986,2.0794,5.5705,0,4.7872,3.6909,4.9506,5.8111,0,2.804,4.6151,0,5.5053,3.2189,3.4032,5.2008,4.5539,3.1272,4.6913,3.1263,4.2154,0,1.0986,0,4.0801,4.593,3.3492,2.1972,4.8283,4.6728,2.7726
72,5.1116,1.7066,0,6.004,2.7081,5.4233,0,5.204,4.9273,3.2581,2.3979,5.79,2.6391,0.69315,0,3.3673,4.5619,0,4.6072,3.9703,0,0,3.5633,0,0.69315,0,0,0,4.4555,3.6109,0,0,3.5553,3.3922,0,4.8828,4.8118,4.0604,4.4974,0,3.9703,4.7784,3.6376,0,7.4588,0,0,5.938,1.6094,0,4.8752,3.8918,0,5.5093,4.9334,3.4965,0,5.8413,4.6998,0,1.3863,0,5.4711,5.0612,3.4965,3.9318,0,5.5334,5.1818,4.0431,0,2.4849,1.6094,4.8776,1.8405,5.2756,6.363,4.8752,3.2068,0,4.3175,3.6488,2.3979,4.5667,3.1974,3.8286,4.0035,4.3438,2.1972,4.7635,4.2767,0.69315,0,2.9444,0,3.2351,1.6094,2.1972,0,0
72,6.1399,0.54232,0,5.4074,0.69315,4.6728,0,4.5218,4.3041,1.0986,5.118,6.1963,1.9459,5.4848,0,4.6347,4.1449,0,3.6109,5.0999,0,2.8332,1.7918,0,0.69315,0.69315,2.8998,3.1355,3.8286,3.4965,0,0,5.4806,1.861,0,5.9071,4.3694,4.5643,5.7652,0,4.1589,6.5596,4.0073,0,7.2988,0.69315,0,6.3195,0,0,0.69315,1.7918,0,1.9459,5.4791,2.1972,0,6.2734,6.5182,0,0,0,6.8879,6.1003,0.69315,5.7557,6.1735,5.9269,3.6889,3.6109,2.5649,4.1897,0,5.9962,5.4891,4.7551,5.8675,0,2.5665,4.7958,4.2047,4.8178,2.8904,5.9003,1.3737,4.4291,3.0455,2.2762,2.3026,3.2088,3.7842,0,3.2958,5.1145,5.538,3.1676,1.6094,3.4965,3.2958,0.98208
72,5.1705,2.1235,0,5.323,3.7136,4.7449,0,5.897,4.2603,0,1.0986,5.9269,2.7081,4.4886,0,4.1897,4.5212,0,5.0239,5.4806,0,4.6347,3.033,0,2.8904,0,5.5185,0,4.4886,3.3322,0,0,5.323,3.1801,0,5.6664,4.2048,5.7869,6.3734,0,2.8332,5.6459,4.3307,0,6.0926,2.6391,0,5.7541,2.0794,0,1.3863,2.5649,0,0,4.5389,3.434,4.5539,5.5628,5.2957,0,2.1972,0,6.0382,0,2.3026,6.2989,0,6.6477,5.4422,0,0,2.8332,2.5649,3.7514,3.1701,5.2152,4.2905,0.69315,3.2843,0,1.6114,3.6574,1.7918,5.247,4.3448,1.3863,3.8282,0,2.5649,5.486,2.0794,0,0,3.9888,4.7258,3.0042,1.7918,5.5836,3.434,1.16
72,4.0604,0.87963,0,5.5845,4.3594,4.4543,0,4.6728,1.9459,4.2739,3.7842,6.3099,3.1342,4.5951,0,3.8067,2.1471,0,4.0775,2.7081,0,2.8332,5.0241,0,2.3026,0.69315,0,3.7624,4.7244,3.8067,0.69315,1.6094,3.3322,2.4706,0,4.8283,4.2891,4.8122,6.6334,0,1.7918,4.4771,3.9703,0,7.0084,4.4543,0,4.8553,1.7918,1.3863,2.3026,4.9628,2.9444,0.69315,4.381,2.3026,1.6094,5.7623,5.7251,0,1.7918,1.7918,6.8491,3.4965,2.8332,5.6561,4.1385,4.2047,3.091,3.7136,2.6391,3.912,0,1.6312,5.1655,4.3338,4.7274,4.1589,2.9821,0,0,3.9701,3.044,5.351,3.3492,0,3.1433,4.4886,2.4849,4.2735,4.0073,0,1.0986,3.1934,5.1916,4.0448,2.0794,4.8363,1.0986,1.1053
72,4.6728,0.7839,0,6.0064,4.1744,5.7333,0,4.4659,4.0604,0,4.8752,4.1744,2.6391,3.6376,0,1.3863,4.7904,0,5.3615,5.0608,3.6376,2.8332,0,0,4.382,0,2.0794,0,4.9273,0,0,0,1.0986,2.3321,0,4.8363,0,2.3979,6.3529,0,2.4849,6.2285,3.6636,0,6.4001,3.1355,0,5.728,0.69315,0,3.8706,2.0794,0,3.2958,2.8904,0.69315,0,4.3256,2.857,0,1.3863,0,4.9493,3.0445,3.6376,5.6664,1.3863,5.2574,5.663,0,3.8501,0,0,3.7554,5.3058,5.4554,5.8348,0,3.4002,0,2.9481,3.3229,3.5553,3.7973,4.8016,1.3863,3.7148,3.6636,3.1781,5.0756,2.8904,0,0,3.1351,0,3.6791,0,2.9444,0.69315,0
72,4.7558,2.0782,0,5.8379,4.9121,2.8332,0,6.3297,4.7791,3.6376,4.3438,4.9767,2.3026,3.6889,0,3.6889,4.371,0,5.3613,3.4019,0,3.3322,1.0986,0,0,1.9459,5.7004,0,4.4067,4.0775,0,0,6.1143,3.1446,0,5.1533,4.7875,3.4965,6.8096,0,3.5264,5.5053,3.6636,0,7.1635,3.9703,0,5.9699,1.9459,2.7081,4.3293,2.3979,3.3673,5.204,6.2313,3.0388,3.6109,5.9106,4.9258,0,0,0,5.8124,0,1.7918,5.8201,0,5.9965,3.4012,4.0254,3.6109,4.1897,0,2.0807,2.6419,5.805,5.4722,0,3.5799,0.69315,0,5.3842,4.6728,4.6323,4.5073,3.0445,3.9016,3.9478,3.7136,6.142,1.3863,5.3132,3.6109,4.094,6.0188,3.3329,2.4849,4.2047,0,3.6733
72,5.4931,0,0,6.6981,0,7.1025,2.1972,4.585,3.7612,0.69315,4.5951,7.0858,0.69315,6.4167,0,1.3863,5.2963,0,5.4561,2.3979,0,1.3863,1.6094,0.56531,5.1581,0,2.7745,0,4.1744,4.3307,0,0,2.3979,2.0176,1.0986,5.3083,3.833,2.6391,6.5006,0,4.2047,6.1697,5.2523,0,6.884,3.433,0,4.8002,0,0,4.3438,0,3.4825,3.5264,2.1211,2.6391,0.69315,4.2416,4.7833,0,3.091,0,6.5392,0,0,6.098,0,3.7136,6.4861,2.3979,1.7918,5.0508,0,4.8008,5.0798,6.4914,5.5684,0,2.9596,3.6109,3.565,4.0318,3.5835,4.5925,4.4309,5.5053,3.2165,5.0689,0,6.4708,4.1431,0.69315,0,3.8067,5.6017,5.1329,1.6094,3.5264,2.9444,3.9568
72,2.3026,2.3476,0,6.2264,5.3749,0.69315,0,6.0647,3.5553,4.3053,0.69315,3.3604,4.7005,5.2076,0,4.3598,2.1668,0,6.2022,3.8501,0,0,4.7621,0,0,1.3863,5.1659,3.9703,5.5011,4.9631,0,0.69315,1.6094,3.0842,2.3026,6.1696,1.0986,5.3327,7.266,0,2.8904,6.6392,4.2469,0,7.6922,1.3863,0,6.542,1.9459,4.0943,4.6052,4.0431,5.112,0,5.3775,0.69315,3.2958,5.9647,5.9412,0,2.3016,0,7.7237,5.6447,0,5.7714,6.5162,5.9915,5.7864,4.6149,0.69315,3.7136,2.7081,4.4095,4.9707,5.4565,6.5145,0,3.4855,0,2.2732,3.2391,2.3026,6.2073,2.6672,0,3.7803,5.4513,1.0986,4.5744,1.9459,0,2.0794,2.6769,5.4118,5.4003,1.9459,5.9269,2.9444,0.90826
72,5.0058,1.6114,0,5.5397,0,5.687,0,1.6094,3.1781,2.7081,4.6634,6.0474,0,6.1985,0,1.7918,3.5533,0,5.3519,3.4657,3.2383,2.9957,1.6094,0,0.69315,0,2.5649,3.9703,1.3863,5.3083,3.9283,0,6.1316,3.5979,0,6.2133,5.1645,1.6094,5.919,0.69315,4.3586,5.9135,0.69315,0,6.653,6.2822,0,5.0027,0,0,4.0943,1.3863,0,5.7005,5.9965,2.3026,1.6094,6.5717,5.3009,0,1.0986,0,5.9567,5.4467,0.69315,5.2038,1.7918,6.2442,3.1781,4.5747,0,4.5847,0,2.8058,5.7137,5.9715,5.3375,0,3.7695,5.2834,1.0986,4.2644,5.0988,5.7132,3.8979,4.6347,3.8523,0.69315,3.9512,5.0082,2.0794,2.3026,0,3.6636,4.4674,4.5674,1.3863,5.9584,3.3322,0
72,4.9416,2.1247,0,6.3784,0,5.0173,0,4.9906,3.9318,1.7918,4.2485,5.8319,0,4.2627,0,3.6636,4.2922,0,2.3979,3.2958,0,4.1271,4.2905,0,1.0986,1.9459,4.1315,1.0986,4.4112,0,0,0,5.1985,3.4144,0,5.425,4.7095,1.6094,7.202,0,4.6151,6.4249,2.9444,0,6.9574,4.7274,0.69315,6.2182,0,0,4.382,0,0,4.5391,4.334,3.1781,0,5.8009,5.8355,0,0,0,7.3035,0,1.7918,5.3707,4.9972,6.5241,4.6151,2.9444,0,4.585,0,3.7968,4.8573,4.9255,6.9311,0.69315,3.9164,3.6986,1.3863,4.429,3.7377,5.7028,3.2072,4.4427,3.6315,3.6109,0,4.9931,3.8501,5.3799,2.0794,3.9892,3.5723,2.8166,2.8332,5.3845,1.0986,4.4065
72,4.8122,2.5265,0,5.8833,5.0626,6.8373,0,1.3863,4.4543,1.3863,0,6.1247,2.0794,3.434,0,3.9703,4.6281,0,4.6151,0,0,0,2.3026,4.2369,0,0,0,2.9957,0,4.1881,0,0,3.5588,2.8267,0,4.7951,0.69315,0.69315,6.4333,0,4.8675,1.3863,4.3567,0,6.3237,0,0,3.4462,0,0,3.7771,0,0,1.0986,0,3.2581,4.1461,5.2188,4.8048,0,0,4.0254,4.927,0.69315,2.1972,5.3891,0,2.9957,2.7081,1.7918,0,4.8753,0,3.4723,4.9423,5.4629,4.0775,0,4.9873,0,1.7951,2.5975,1.0986,4.5678,3.6373,0,4.2851,4.7958,0.69315,5.2605,3.912,0,2.0794,3.7856,0.69315,3.7396,1.0986,3.9512,0,0
72,5.2257,1.2267,0,5.9764,3.0445,4.3694,0.69315,6.0038,4.1589,1.3863,0,4.6946,0.69315,4.3953,0,2.7081,3.6273,0,4.9121,3.2189,0,2.5649,3.4965,0.69315,4.6052,4.4886,0,0,4.3307,4.0775,0,0,5.7108,3.0311,0,4.4886,4.2273,2.8904,6.0521,0,0.69315,5.1778,4.0943,0,7.3889,1.9459,0,3.7968,2.0794,2.9957,0,5.0371,3.6636,0,4.5109,0,0,5.9981,5.9048,0,0,0,5.378,0,3.1781,5.3033,3.8286,5.9081,4.3041,2.7081,0,3.434,0,4.164,2.3571,4.8877,5.1417,3.2189,3.4692,1.3863,2.2895,1.5412,4.8597,5.989,4.6926,3.7136,4.1102,0.86289,0.69315,3.442,2.3979,0.69315,0,3.9703,3.3225,4.9988,1.0986,3.9318,1.7918,0.7031
72,6.1033,0.87963,0,5.4806,0,4.4778,0,4.4188,4.3307,0,3.8286,5.8141,2.3979,5.8259,0,3.0445,6.3521,0,4.8122,1.6094,0,0,2.4849,0,2.9957,0,5.6021,0,4.3355,0,0,0,1.6094,2.6596,1.7918,5.9296,0,4.5539,1.7918,0,3.7377,6.5539,0.69315,0,7.6921,1.0986,0,6.0193,0,4.2905,0,5.6663,0,5.0239,5.0752,3.9512,0,5.5761,2.8015,0,0,0,6.6439,2.0794,3.2581,6.5058,1.0986,6.4313,5.2311,4.1897,4.6728,2.0794,0,5.4047,5.6494,4.6857,3.2581,0,3.491,0,1.0986,4.2386,2.0794,4.6439,2.2354,0.69315,3.0057,0,2.8332,6.1107,3.1355,0,0.69315,4.2569,5.0875,2.9481,2.6391,3.2958,3.8286,2.7688
